4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,5,6,7,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,4,5,6,7,8,9,10,11
10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,10,11,12,13,14,15,1,2
2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,11,12,13,14,15,1,2,3,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,2,2,3,4,5,6,7,8,9
5,6,7,8,9,4,5,6,7,8,9,10,11,12,13,14,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,1,2,3,4,5,6,7,8,5,6,7,8,9,4,5,6,7,8,9,10,11,12,13,14,5,6,7,8,9,4,5,6
11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,11,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,4,5,6,7,8,9,10,11,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,11,11,12,13,14,15,1,2,3
7,8,9,4,5,6,7,8,9,10,11,12,13,14,15,1,7,8,9,4,5,6,7,8,9,10,11,12,13,14,15,1,3,4,5,6,7,8,9,10,7,8,9,4,5,6,7,8,9,10,11,12,13,14,15,1,7,8,9,4,5,6,7,8
13,14,15,1,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,1,2,3,4,5,6,7,8,9,10,11,12,13,10,11,12,13,14,15,1,2,13,14,15,1,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,1,2,3,4,5
3,4,5,6,7,8,9,10,11,12,13,14,15,1,11,12,3,4,5,6,7,8,9,10,11,12,13,14,15,1,11,12,7,8,9,10,11,12,13,14,3,4,5,6,7,8,9,10,11,12,13,14,15,1,11,12,3,4,5,6,7,8,9,10
6,7,8,9,10,11,12,13,14,15,1,2,3,4,1,2,6,7,8,9,10,11,12,13,14,15,1,2,3,4,1,2,4,5,6,7,8,9,10,11,6,7,8,9,10,11,12,13,14,15,1,2,3,4,1,2,6,7,8,9,10,11,12,13
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,7,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,1,2,3,4,5,6,7,8
4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,5,6,7,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,4,5,6,7,8,9,10,11
10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,10,11,12,13,14,15,1,2
7,8,9,4,5,6,7,8,9,10,11,12,13,14,15,1,7,8,9,4,5,6,7,8,9,10,11,12,13,14,15,1,3,4,5,6,7,8,9,10,7,8,9,4,5,6,7,8,9,10,11,12,13,14,15,1,7,8,9,4,5,6,7,8
